recipe_id,recipe_name,ingredients_joined
410,Scandinavian Pear Tart,"cooking spray||1/2 cup white sugar||3 tablespoons butter, softened||3/4 cup all-purpose flour||1/3 cup finely chopped almonds"
411,Maple-Pear Tarte Tatin,"1/2 (17.3 ounce) package frozen puff pastry, thawed||1/4 cup butter||1/3 cup brown sugar||1/4 teaspoon ground cinnamon||1 pinch ground nutmeg||1/4 cup maple syrup||4 firm pears - peeled, cored, and halved, or more as needed"
412,Bartlett Pear Pie,"1 (9 inch) pie crust pastry||1/2 cup unsalted butter, softened||1/2 cup white sugar||1/4 cup brown sugar||1 1/2 tablespoons all-purpose flour||1 teaspoon ground nutmeg||1/2 teaspoon ground allspice||1/4 teaspoon salt||1 pinch ground cinnamon||2 eggs||5 Bartlett pears, peeled and chopped"
413,French Pear Pie,"6 large pears, peeled and sliced||1 lemon, juiced||2/3 cup white sugar||1/2 teaspoon grated nutmeg||1 (9 inch) unbaked single pie crust||1/2 cup butter||1/2 cup brown sugar||1 cup all-purpose flour"
414,Autumn Spiced Apple and Pear Hand Pies,"1 large Pink Lady apple - peeled, cored and diced||1 large Bartlett pear - peeled, cored and diced||1/4 cup brown sugar||1 tablespoon vanilla extract||2 teaspoons cornstarch||1 teaspoon ground cinnamon||1/2 teaspoon ground nutmeg||1/4 teaspoon ground cloves||1 pinch salt||1 egg||1 tablespoon water||1 recipe pastry for a 9-inch double crust pie||2 tablespoons coarse granulated sugar, or as needed (Optional)||1/2 cup dark chocolate chips (Optional)"
415,Pear Pie,1 (9 inch) unbaked pie crust||3 cups sliced Bartlett pears||1 cup sour cream||1/2 cup white sugar||2 tablespoons all-purpose flour||1 egg||1/2 teaspoon vanilla extract||1/2 teaspoon salt
416,Pear Pie II,"1 (9 inch) unbaked pie crust||3 eggs||1/3 cup all-purpose flour||1 cup white sugar||1 teaspoon almond extract||1/4 cup melted butter||3 pears - peeled, cored and sliced"
417,Pear and Hazelnut Frangipane Tart,"1 1/4 cups all-purpose flour (or gluten-free flour mix)||1 teaspoon sugar||1/4 teaspoon salt||8 tablespoons cold unsalted butter, cut into 1/2-inch cubes||3 tablespoons cold water, or more as needed, Reynolds® Parchment Paper, Reynolds Wrap® Aluminum Foil"
418,French Puff Pastry Tart with Pears and Chocolate,"1/2 cup unsalted butter||1/2 cup white sugar||2 tablespoons white sugar||1 cup blanched almond flour||2 eggs||1 sheet frozen puff pastry, thawed||4 ounces milk chocolate, chopped||3 pears - peeled, cored and sliced"
419,Frangipane Pear Tart,"4 cups water||1 cup white sugar||2 tablespoons honey||1 vanilla bean, split lengthwise||1 cinnamon stick||5 pods cardamom, crushed||4 Conference pears - peeled, halved, and cored"
420,d'Anjou Pear and Almond Tarts,"18 (3 inch) unbaked tart shells||7 tablespoons brown sugar||2 tablespoons butter, melted||1 teaspoon pear-flavored white balsamic vinegar||1 teaspoon ground cinnamon||3 large ripe d'Anjou pears - peeled, cored, and diced||3 tablespoons chopped almonds"
421,Creamy Pear Pie,1/3 cup white sugar||2 tablespoons all-purpose flour||4 cups peeled and sliced pears||1 cup sour cream||1/2 teaspoon vanilla extract||1/2 teaspoon lemon extract||1/2 teaspoon almond extract||1 (9 inch) unbaked pie shell
422,Jump Rope Pie,"1 recipe pastry for a double crust 9-inch pie||1 cup white sugar||3 tablespoons all-purpose flour, or more as needed||1/2 teaspoon ground cinnamon||1 pinch freshly grated nutmeg||2 cups peeled, cored and sliced apples||1 cup peeled, pitted and sliced peaches||1 cup peeled, cored and sliced pears||1 cup pitted and sliced plums||1 teaspoon grated fresh ginger root||1 tablespoon lemon juice"
423,Dethbert's Pear Pie,"1 cup all-purpose flour||1/2 cup white sugar||1/2 teaspoon salt||2 cups finely shredded mild Cheddar cheese||1 cup butter, softened"
424,Coffee-Dusted Pear Galette,"1 1/2 cups all-purpose flour||1 1/2 teaspoons white granulated sugar||1 teaspoon fine sea salt||1/2 cup unsalted butter, frozen||7 tablespoons ice-cold water, or more as needed, divided||1 large egg, beaten (for egg wash)||1 tablespoon turbinado sugar||1 sheet Reynolds Wrap® Aluminum Foil||1 sheet Reynolds® Parchment Paper"
425,Grandma's Pear Preserves,"6 cups peeled, cored, and sliced pears||1 cup water||1 tablespoon lemon juice||1 (2 ounce) package powdered fruit pectin||8 cups white sugar||1/2 cup brown sugar||2 teaspoons ground allspice||2 teaspoons ground nutmeg"
426,Pear Jam,"4 1/2 cups mashed ripe pears||1/4 cup lemon juice||3 tablespoons powdered fruit pectin||1 teaspoon ground cinnamon||1/2 teaspoon ground cloves||1/2 teaspoon ground allspice||1/2 teaspoon ground nutmeg||7 1/2 cups white sugar||1 teaspoon butter||8 half-pint canning jars with lids and rings, or as needed"
427,Apple and Pear Crumble,"1 1/2 cups rolled oats||1 1/2 cups brown sugar, divided||1/2 cup all-purpose flour||1/2 cup butter, softened||2 cups peeled and diced apples||2 cups peeled and diced pears||1 teaspoon ground cinnamon||1/2 cup sliced almonds, or to taste"
428,Roquefort Pear Salad,1/2 cup pecans||1/4 cup white sugar
429,Prickly Pear Jelly,27 prickly pears (cactus fruit)||1/4 cup lemon juice||1 (1.75 ounce) package fruit pectin (such as Sure-Jell®)||4 1/2 cups white sugar
430,Fresh Pear Cake,"4 cups peeled, cored and chopped pears||2 cups white sugar||3 cups sifted all-purpose flour||1 teaspoon salt||1 1/2 teaspoons baking soda||1 teaspoon ground nutmeg||1 teaspoon ground cinnamon||1/2 teaspoon ground cloves||4 egg whites||2/3 cup canola oil||1 cup chopped pecans"
431,Classic Pear Crisp,1 cup rolled oats||1/3 cup brown sugar||1/2 cup all-purpose flour||1 teaspoon finely chopped crystallized ginger||1 teaspoon ground cinnamon||1/4 cup butter||2 tablespoons white sugar||2 tablespoons all-purpose flour||2 teaspoons finely chopped crystallized ginger||8 cups peeled and sliced pears||1 pint vanilla ice cream
432,Pear or Apple Cobbler,"4 pears, cored and cut into 1/2-inch slices||1 teaspoon lemon juice||1/3 cup maple syrup||2 tablespoons melted butter"
433,Pear Vinaigrette,"1 ripe pear - peeled, cored, and chopped||1/2 cup white wine||1 clove garlic, chopped||2 teaspoons Dijon mustard||1/4 cup white balsamic vinegar||1 teaspoon ground black pepper||1/4 teaspoon sea salt||1/2 cup olive oil"
434,Pear Bread I,3 cups all-purpose flour||1/4 teaspoon baking powder||1 teaspoon baking soda||1 teaspoon salt||1 tablespoon ground cinnamon||3/4 cup vegetable oil||3 eggs||2 cups white sugar||2 cups peeled shredded pears||1 cup chopped pecans||2 teaspoons vanilla extract
435,Pear Honey,"8 cups peeled, cored and chopped pears||1 cup unsweetened pineapple juice||8 cups white sugar"
436,Curried Butternut Squash and Pear Soup,"1 (2 pound) butternut squash||3 tablespoons unsalted butter||1 onion, diced||2 cloves garlic, minced||2 teaspoons minced fresh ginger root||1 tablespoon curry powder||1 teaspoon salt||4 cups reduced sodium chicken broth||2 firm ripe Bartlett pears, peeled, cored, and cut into 1 inch dice||1/2 cup half and half"
437,Pear Butter,"4 pounds medium pears, quartered and cored||2 cups sugar||1 teaspoon grated orange zest||1/4 teaspoon ground nutmeg||1/4 cup orange juice"
438,Grilled Brie and Pear Sandwich,"2 tablespoons butter, softened||2 thick slices French bread||6 thin slices Brie cheese, or more to taste||12 fresh thyme leaves, or to taste||1 pinch cracked black pepper||6 slices pear (such as Bosc), salt to taste"
439,Pear Relish,"12 large pears||3 large onions, coarsely chopped||3 large green bell peppers, seeded and coarsely chopped||4 jalapeno peppers, coarsely chopped||2 cups apple cider vinegar||2 cups white sugar||9 ounces prepared mustard||1 tablespoon salt||10 (1 pint) canning jars with lids and rings, or as needed"
440,Cranberry Sauce Extraordinaire,"1 cup water||1 cup white sugar||1 (12 ounce) package fresh cranberries||1 orange, peeled and pureed||1 apple - peeled, cored and diced||1 pear - peeled, cored and diced||1 cup chopped dried mixed fruit||1 cup chopped pecans||1/2 teaspoon salt||1 teaspoon ground cinnamon||1/2 teaspoon ground nutmeg"
441,Pear and Blue Cheese Salad,"1 (10 ounce) bag mixed field greens||1/2 cup sliced red onion (Optional)||1 Bosc pear, cored and sliced||1/2 cup chopped candied pecans||1/2 cup crumbled blue cheese||1/4 cup maple syrup||1/3 cup apple cider vinegar||1/2 cup mayonnaise||2 tablespoons packed brown sugar||3/4 teaspoon salt||1/4 teaspoon freshly ground black pepper||1/4 cup walnut oil"
442,Lime Pear Gelatin Salad,"1 (.6 ounce) package sugar-free lime Jell-O®||1 cup boiling water||1 (15.25 ounce) can pear halves in juice||1 (3 ounce) package reduced-fat cream cheese, softened||1 1/2 cups reduced-fat frozen whipped topping, thawed"
443,Apple-Cranberry Salad,"1 teaspoon stone-ground mustard||2 tablespoons balsamic vinegar||1/4 cup olive oil||1 apple, diced||1 pear, diced||1/4 cup dried cranberries||1 (10 ounce) package mixed baby greens||1/4 cup crumbled blue cheese||2 tablespoons chopped walnuts"
444,Winter Fruit Salad with Lemon Poppyseed Dressing,"1/2 cup white sugar||1/2 cup lemon juice||2 teaspoons diced onion||1 teaspoon Dijon-style prepared mustard||1/2 teaspoon salt||2/3 cup vegetable oil||1 tablespoon poppy seeds||1 head romaine lettuce, torn into bite-size pieces||4 ounces shredded Swiss cheese||1 cup cashews||1/4 cup dried cranberries||1 apple - peeled, cored and diced||1 pear - peeled, cored and sliced"
445,Pear and Gorgonzola Cheese Pizza,"1 (16 ounce) package refrigerated pizza crust dough||4 ounces sliced provolone cheese||1 Bosc pear, thinly sliced||2 ounces chopped walnuts||2 1/2 ounces Gorgonzola cheese, crumbled||2 tablespoons chopped fresh chives"
446,Apple Pear Sauce,"4 pears, cut into chunks||3 apples, cut into chunks||1/2 cup water||1 teaspoon vanilla extract||1/4 teaspoon ground cinnamon"
447,"Blue Cheese, Walnut, and Pear Pizza","1 pre-baked pizza crust||2 cloves garlic, minced||1 tablespoon Dijon mustard||2 sprigs fresh rosemary, chopped||1/4 cup white wine vinegar||1/2 cup olive oil||1/4 cup crumbled blue cheese, salt and pepper to taste||1/4 cup crumbled blue cheese||1/3 cup shredded mozzarella cheese||2 pears - peeled, cored and sliced||1/4 cup toasted walnut pieces"
448,Poached Pears Belle Helene,"6 cups water||1 lemon, zested and juiced||4 Bosc pears - cored, peeled, stems left on||1 vanilla bean||3 cups sugar||1 cup prepared hot fudge topping, or as needed||1 cup vanilla ice cream, or as needed"
449,Fruit Leather,"1 cup sugar||1/4 cup lemon juice||4 cups peeled, cored and chopped apple||4 cups peeled, cored and chopped pears"
450,Cranberry Pear Salad,"3/4 cup olive oil||1/4 cup balsamic vinegar||1 tablespoon dark brown sugar||2 1/2 teaspoons minced garlic||1/2 teaspoon salt||1/2 teaspoon freshly ground black pepper||6 cups mixed baby greens||3 pears, thinly sliced||1 cup dried cranberries||1 cup toasted pecans||3/4 cup cubed Havarti cheese||1/2 cup toasted sliced almonds"
451,"Summer Fruit Salad with a Lemon, Honey, and Mint Dressing","4 cups cubed seeded watermelon||2 cups sliced fresh strawberries||2 large fresh peaches, cut into cubes||2 large nectarines, cut into cubes||1 red Anjou pear, cut into cubes||1 cup seedless grapes, halved||2 lemons, juiced||1/4 cup minced fresh mint (chocolate mint preferred)||1/2 lemon, zested||1 tablespoon honey (fireweed honey preferred)"
452,Gorgonzola Pear Pasta,"9 ounces penne pasta||2 tablespoons butter||1/2 cup grated Parmesan cheese||3 tablespoons crumbled Gorgonzola cheese||1/2 cup heavy whipping cream||1 large pear, peeled and cubed||1/2 cup chopped toasted walnuts, ground black pepper to taste"
453,Duck Sauce,"5 cups coarsely chopped mixed fruit (apples, plums, and pears)||1 cup water||3/4 cup apple juice||1 teaspoon soy sauce||1 tablespoon apricot preserves||1/2 cup packed light brown sugar||1/2 teaspoon garlic powder||1/2 teaspoon dry mustard"
454,Christmas Plum Pudding,"1 cup whole wheat flour||2 1/2 cups fresh bread crumbs||4 ounces shredded suet||3 eggs, beaten||1 small carrot, grated||1 apple - peeled, cored and shredded||1/2 cup dark brown sugar||1/2 cup chopped blanched almonds||2 ounces preserved stem ginger in syrup, chopped||1/8 cup ground almonds||1/2 cup chopped walnuts||3/8 cup halved candied cherries||1/3 cup raisins||3/8 cup dried currants||3/8 cup golden raisins||4 ounces candied mixed fruit peel, chopped||4 plums, pitted and chopped||1 lemon, juiced and zested||1 1/2 teaspoons mixed spice||3/4 teaspoon baking powder||1/2 cup ale"
455,Plum Pudding,"12 plums, pitted and halved||1 cup white sugar||1/2 cup water||2 tablespoons tapioca||1/2 teaspoon ground cinnamon||2 1/4 cups all-purpose baking mix||3 tablespoons white sugar||2/3 cup milk||3 tablespoons margarine, melted"
456,My Mother-in-Law's Plum Bread,"1 cup pitted, chopped plums||1 tablespoon all-purpose flour||1/2 cup margarine||1 cup white sugar||1/2 teaspoon vanilla extract||2 eggs||1 1/2 cups all-purpose flour||1/2 teaspoon salt||1/4 teaspoon baking soda||1/3 cup plain yogurt||1/4 cup brown sugar"
457,Old Fashioned Prune Cake,"1 cup vegetable oil||3 eggs||1 1/2 cups white sugar||2 cups all-purpose flour||1 teaspoon baking soda||1 teaspoon salt||1 teaspoon ground allspice||1 teaspoon ground cinnamon||1 teaspoon ground nutmeg||1 cup buttermilk||1 1/4 teaspoons vanilla extract||1 cup prunes, pitted and chopped||1 1/2 cups chopped pecans||3/4 cup butter||3/4 cup buttermilk||1 1/2 teaspoons dark corn syrup||1 1/2 cups white sugar||2 teaspoons vanilla extract"
458,Baby Food: Plum,"4 plums - peeled, pitted, and cut into small chunks"
459,Easy Plum Cake,"3/4 cup white sugar||1/2 cup unsalted butter, at room temperature||2 large eggs||1 cup all-purpose flour||1 teaspoon baking powder||1 pinch salt||12 medium Italian plums, halved and pitted||1 1/2 tablespoons cinnamon sugar, or to taste"
460,Tangy Plum Liqueur,"16 cups black or red plums, pitted and cut into eighths||3 1/4 cups white sugar, divided||3 cups 100 proof vodka||1 1/2 tablespoons vanilla extract, divided||1 orange peel in pieces, divided"
461,Plum Pie,"3 cups all-purpose flour||3/4 cup white sugar||2 1/2 teaspoons baking powder||1/8 teaspoon salt||2/3 cup butter||2 eggs||1 teaspoon vanilla extract||3 tablespoons milk||1/2 teaspoon lemon zest||1/2 cup all-purpose flour||1/4 cup packed brown sugar||1/2 teaspoon ground cinnamon||1/4 teaspoon salt||1/3 cup chopped hazelnuts||1 teaspoon lemon zest||3 tablespoons butter||5 cups plums, pitted and sliced||1 cup white sugar||1/4 cup all-purpose flour||1 teaspoon ground cinnamon||1/2 teaspoon ground nutmeg"
462,Plum Cake,"3 eggs||1/2 cup butter, softened||1/2 cup white sugar||1 teaspoon lemon zest||1 cup all-purpose flour||1/2 teaspoon baking powder||1 1/4 cups plums, pitted and quartered"
463,Roasted Pork Tenderloin with Fresh Plum Sauce,"1 pork tenderloin, salt and ground black pepper to taste||1 tablespoon vegetable oil||1 red onion, sliced||2 shallots, sliced||3 fresh thyme sprigs, or more to taste||2 firm plums, pitted and each cut into 4 wedges||1 cup water||1 tablespoon balsamic vinegar||1 teaspoon cold butter"
464,Plum Kuchen,"1/2 cup white sugar||2 tablespoons margarine||2 eggs, beaten||1 cup all-purpose flour||1 teaspoon baking powder||1/4 teaspoon salt||1 teaspoon vanilla extract||10 Italian plums, halved and pitted"
465,Plum Pudding Sauce,2 tablespoons margarine||3/4 cup white sugar||1 egg||2 cups milk||2 teaspoons all-purpose flour||1 teaspoon vanilla extract
466,Plum Clafouti,"6 tablespoons white sugar, divided||14 Italian prune plums, halved and pitted||3 eggs||1 1/3 cups milk||2/3 cup all-purpose flour||1 1/2 teaspoons grated lemon zest||2 teaspoons vanilla||1 pinch salt||1/2 teaspoon ground cinnamon||2 tablespoons confectioners' sugar"
467,Plum Butter,"4 1/2 pounds plums, pitted and diced||1/4 cup water, or as needed||1 cup white sugar"
468,Plum Blueberry Upside Down Cake,"1 1/4 cups all-purpose flour||1 1/2 teaspoons baking powder||1/4 teaspoon salt||3 tablespoons margarine||1/4 cup brown sugar||1/3 cup margarine||1 cup white sugar||1 egg||1 teaspoon vanilla extract||3/4 cup milk||4 black plums, pitted and thinly sliced||3/4 cup blueberries"
469,Spicy Oven-Roasted Plums,"4 plums, halved and pitted||1/2 cup orange juice||2 tablespoons packed brown sugar||1/2 teaspoon ground cinnamon||1/8 teaspoon ground nutmeg||1/8 teaspoon cumin||1/8 teaspoon ground cardamom||1/4 cup toasted slivered almonds (Optional)"
470,Pork with Plum Sauce,"2 tablespoons vegetable oil||4 boneless pork chops, salt and ground black pepper to taste||1 large clove garlic, minced||1/4 cup soy sauce||2 tablespoons red wine vinegar||2 tablespoons brown sugar||1/4 teaspoon ground ginger||1/8 teaspoon ground cloves||5 fresh plums, pitted and coarsely chopped"
471,Prune Whip,1 1/3 cups pitted prunes||1/3 cup water||1/3 cup white sugar||1 teaspoon lemon juice||1 teaspoon vanilla extract||6 egg whites||1/4 teaspoon cream of tartar
472,Fresh Fruit Frangipane Tart,3 puff pastry rectangles
473,Plum Dumplings,"25 Italian prune plums||3 tablespoons sugar||2 large potatoes, peeled and quartered"
474,Damson Plum Cardamom Jam,5 pounds fresh Damson or Damask plums||1 cup water||12 whole cardamom pods||4 cups white sugar||1/4 teaspoon butter
475,Fresh Fruit Cobbler,"1 cup sliced fresh peaches||3/4 cup peeled, cored and sliced apple||3/4 cup peeled, cored and sliced pear||1/2 cup blueberries||1/2 cup pitted and sliced cherries||1/2 cup pitted and sliced plums||1 egg||3/4 cup white sugar||1/4 cup milk||1 cup all-purpose flour||1 teaspoon baking powder||1/2 teaspoon salt||1/2 teaspoon vanilla extract||2 tablespoons butter, melted"
